customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00166,2016-06-06,Gold,Premium,55+,Mobile,St Kilda,17,3087.66,True,3182,VIC,Australia,it,Organic,Active,Mobile,example.net,1,Quarterly
CUS00167,2013-12-03,Platinum,Small Business,45-54,Web,Melbourne,20,18206.16,True,3000,VIC,Australia,fr,Social,Active,Desktop,mail.test,5+,Essential only
CUS00168,2017-08-22,Silver,Premium,18-24,Mobile,Docklands,2,1001.17,True,3008,VIC,Australia,ar,Organic,Active,Tablet,example.net,2,Quarterly
CUS00169,2017-12-14,Bronze,Premium,55+,Mobile,Northcote,19,14958.15,False,3070,VIC,Australia,pt,Store,Active,Mobile,inbox.example,2,Monthly
CUS00170,2017-09-15,Gold,Small Business,18-24,Web,Hawthorn,16,2062.44,True,3122,VIC,Australia,ru,Organic,Active,Desktop,inbox.example,1,Essential only
CUS00171,2015-08-14,Bronze,Value,18-24,Mobile,Brunswick,17,9009.31,True,3056,VIC,Australia,ru,Store,Active,Desktop,inbox.example,1,Quarterly
CUS00172,2013-02-02,Platinum,Mainstream,18-24,Web,Hawthorn,6,1539.65,True,3122,VIC,Australia,de,Referral,Active,Tablet,example.net,5+,Monthly
CUS00173,2015-12-20,Bronze,Mainstream,45-54,Mobile,Richmond,5,3814.06,True,3121,VIC,Australia,ja,Store,Active,Desktop,mail.test,2,Monthly
CUS00174,2013-09-03,Bronze,Premium,55+,Web,Footscray,11,1462.31,False,3011,VIC,Australia,hi,Store,Active,Mobile,inbox.example,1,Monthly
CUS00175,2014-07-14,Bronze,Small Business,18-24,Store,Carlton,21,15270.56,True,3053,VIC,Australia,zh,Paid Search,Active,Mobile,inbox.example,5+,Quarterly
CUS00176,2014-10-25,Bronze,Mainstream,45-54,Mobile,Richmond,7,7009.5,True,3121,VIC,Australia,pt,Social,Active,Tablet,example.net,3-4,Weekly
CUS00177,2015-05-05,Gold,Premium,18-24,Web,Footscray,14,9321.68,True,3011,VIC,Australia,nl,Organic,Active,Mobile,mail.test,2,Essential only
CUS00178,2015-09-11,Silver,Premium,55+,Web,Docklands,8,1193.19,True,3008,VIC,Australia,pt,Paid Search,Dormant,Desktop,inbox.example,2,Quarterly
CUS00179,2016-02-21,Bronze,Small Business,45-54,Store,Carlton,14,2661.72,True,3053,VIC,Australia,de,Organic,Active,Tablet,inbox.example,1,Essential only
CUS00180,2013-04-23,Platinum,Value,18-24,Store,Footscray,1,610.13,True,3011,VIC,Australia,pt,Organic,Active,Desktop,inbox.example,2,Essential only
CUS00181,2017-03-02,Platinum,Value,45-54,Store,Footscray,6,1461.85,True,3011,VIC,Australia,fr,Store,Active,Desktop,inbox.example,5+,Weekly
CUS00182,2014-04-27,Bronze,Value,35-44,Web,Hawthorn,4,580.96,True,3122,VIC,Australia,nl,Social,Active,Mobile,inbox.example,2,Essential only
CUS00183,2013-10-24,Bronze,Value,45-54,Store,Hawthorn,1,160.88,True,3122,VIC,Australia,nl,Organic,Active,Tablet,mail.test,3-4,Weekly
CUS00184,2016-07-10,Silver,Premium,35-44,Mobile,Northcote,16,15123.91,True,3070,VIC,Australia,ja,Paid Search,Dormant,Tablet,mail.test,5+,Weekly
CUS00185,2016-12-05,Silver,Premium,55+,Mobile,Docklands,5,4722.96,True,3008,VIC,Australia,ru,Organic,Dormant,Desktop,inbox.example,2,Weekly
CUS00186,2014-07-03,Bronze,Mainstream,45-54,Web,Northcote,5,829.76,True,3070,VIC,Australia,pt,Referral,Active,Desktop,example.net,2,Essential only
CUS00187,2014-12-16,Bronze,Value,25-34,Web,Melbourne,8,1625.96,True,3000,VIC,Australia,de,Referral,Active,Mobile,example.net,3-4,Monthly
CUS00188,2015-09-20,Silver,Premium,45-54,Store,Southbank,0,210.14,False,3006,VIC,Australia,hi,Organic,Dormant,Mobile,example.net,2,Weekly
CUS00189,2016-10-04,Silver,Premium,25-34,Store,Carlton,14,12439.18,True,3053,VIC,Australia,nl,Paid Search,Active,Mobile,mail.test,1,Weekly
CUS00190,2016-08-26,Silver,Mainstream,55+,Mobile,Richmond,17,8831.92,False,3121,VIC,Australia,de,Social,Active,Mobile,inbox.example,1,Weekly
CUS00191,2013-02-12,Bronze,Small Business,35-44,Mobile,Hawthorn,16,6379.06,False,3122,VIC,Australia,ar,Organic,Active,Tablet,example.net,5+,Weekly
CUS00192,2014-11-08,Bronze,Value,55+,Web,Docklands,3,936.9,True,3008,VIC,Australia,ja,Store,Active,Tablet,inbox.example,2,Quarterly
CUS00193,2014-01-14,Bronze,Premium,35-44,Web,Footscray,0,84.58,True,3011,VIC,Australia,it,Referral,Dormant,Desktop,inbox.example,3-4,Monthly
CUS00194,2015-12-07,Gold,Small Business,18-24,Web,Footscray,4,2896.71,True,3011,VIC,Australia,en,Referral,Active,Tablet,mail.test,1,Essential only
CUS00195,2017-02-18,Bronze,Premium,35-44,Store,Hawthorn,12,6702.42,False,3122,VIC,Australia,ar,Store,Active,Desktop,example.net,3-4,Weekly
CUS00196,2016-12-25,Silver,Mainstream,25-34,Mobile,Hawthorn,20,9054.37,False,3122,VIC,Australia,pl,Paid Search,Active,Desktop,inbox.example,5+,Monthly
CUS00197,2017-10-13,Bronze,Premium,35-44,Store,Footscray,7,4491.72,True,3011,VIC,Australia,ar,Social,Active,Mobile,example.net,5+,Monthly
CUS00198,2013-12-16,Bronze,Premium,25-34,Web,Melbourne,14,2910.55,False,3000,VIC,Australia,fr,Referral,Active,Desktop,inbox.example,3-4,Quarterly
CUS00199,2017-10-10,Silver,Value,25-34,Mobile,Richmond,15,11403.58,False,3121,VIC,Australia,ru,Referral,Active,Tablet,example.net,2,Essential only
CUS00200,2015-08-09,Platinum,Value,45-54,Store,Northcote,6,1238.92,True,3070,VIC,Australia,en,Paid Search,Dormant,Tablet,example.net,2,Essential only
CUS00201,2015-05-02,Platinum,Premium,55+,Mobile,Footscray,14,4225.13,True,3011,VIC,Australia,fr,Referral,Active,Desktop,mail.test,1,Weekly
CUS00202,2016-12-27,Gold,Mainstream,55+,Web,Docklands,16,1766.2,True,3008,VIC,Australia,en,Referral,Active,Desktop,mail.test,1,Monthly
CUS00203,2013-02-04,Gold,Value,35-44,Web,Docklands,21,2836.32,True,3008,VIC,Australia,de,Social,Active,Mobile,inbox.example,5+,Weekly
CUS00204,2017-12-17,Bronze,Value,45-54,Store,Docklands,16,4393.43,True,3008,VIC,Australia,hi,Organic,Active,Tablet,mail.test,2,Quarterly
CUS00205,2015-07-26,Bronze,Mainstream,55+,Mobile,Docklands,0,473.38,False,3008,VIC,Australia,pl,Social,Active,Tablet,mail.test,2,Quarterly
CUS00206,2016-11-04,Bronze,Value,35-44,Store,Brunswick,0,157.74,True,3056,VIC,Australia,ru,Social,Active,Desktop,inbox.example,1,Quarterly
CUS00207,2016-02-15,Bronze,Mainstream,55+,Store,Melbourne,21,4533.39,True,3000,VIC,Australia,zh,Referral,Active,Desktop,example.net,5+,Monthly
CUS00208,2015-02-04,Gold,Premium,25-34,Mobile,Brunswick,2,1017.69,True,3056,VIC,Australia,zh,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00209,2017-03-22,Gold,Premium,18-24,Web,Hawthorn,14,8354.67,False,3122,VIC,Australia,en,Social,Active,Tablet,mail.test,2,Weekly
CUS00210,2017-02-19,Bronze,Premium,55+,Mobile,Brunswick,15,8452.12,False,3056,VIC,Australia,hi,Store,Active,Desktop,mail.test,3-4,Essential only
CUS00211,2016-03-02,Bronze,Small Business,45-54,Store,Brunswick,8,3632.89,True,3056,VIC,Australia,ru,Referral,Dormant,Desktop,mail.test,2,Monthly
CUS00212,2017-01-11,Silver,Small Business,55+,Store,Northcote,8,6171.24,False,3070,VIC,Australia,ar,Referral,Active,Mobile,example.net,2,Quarterly
CUS00213,2017-02-04,Bronze,Small Business,55+,Mobile,Brunswick,8,5053.51,True,3056,VIC,Australia,en,Organic,Active,Mobile,example.net,3-4,Weekly
CUS00214,2016-11-12,Gold,Mainstream,18-24,Web,Footscray,16,8042.03,False,3011,VIC,Australia,de,Social,Active,Mobile,inbox.example,1,Monthly
CUS00215,2015-09-22,Bronze,Premium,35-44,Mobile,Southbank,18,1547.07,False,3006,VIC,Australia,ru,Store,Active,Desktop,example.net,5+,Monthly
CUS00216,2013-10-18,Bronze,Premium,45-54,Web,Southbank,4,4293.46,True,3006,VIC,Australia,it,Paid Search,Active,Tablet,inbox.example,2,Weekly
CUS00217,2013-09-26,Gold,Premium,25-34,Mobile,Brunswick,14,6233.48,True,3056,VIC,Australia,ar,Paid Search,Dormant,Tablet,mail.test,1,Quarterly
CUS00218,2017-02-21,Silver,Mainstream,35-44,Web,Brunswick,11,6638.2,True,3056,VIC,Australia,nl,Organic,Active,Desktop,mail.test,2,Weekly
CUS00219,2016-02-17,Bronze,Value,18-24,Web,St Kilda,12,5181.78,True,3182,VIC,Australia,ja,Organic,Active,Mobile,example.net,2,Quarterly
CUS00220,2014-12-26,Silver,Premium,35-44,Mobile,Carlton,7,2876.64,True,3053,VIC,Australia,ja,Organic,Active,Mobile,inbox.example,5+,Weekly
CUS00221,2013-02-01,Platinum,Premium,45-54,Mobile,Richmond,12,5281.59,True,3121,VIC,Australia,es,Referral,Active,Tablet,mail.test,2,Monthly
CUS00222,2016-04-17,Silver,Mainstream,25-34,Store,Footscray,8,6979.83,True,3011,VIC,Australia,fr,Organic,Active,Tablet,inbox.example,2,Weekly
CUS00223,2013-07-14,Bronze,Mainstream,18-24,Mobile,Carlton,7,4947.05,False,3053,VIC,Australia,ja,Social,Active,Tablet,inbox.example,2,Quarterly
CUS00224,2015-06-08,Platinum,Value,25-34,Mobile,Carlton,4,1038.22,True,3053,VIC,Australia,pt,Referral,Active,Desktop,inbox.example,3-4,Monthly
CUS00225,2016-01-04,Gold,Mainstream,55+,Store,Richmond,13,3769.96,True,3121,VIC,Australia,ar,Social,Active,Desktop,mail.test,5+,Essential only
CUS00226,2014-04-22,Bronze,Small Business,25-34,Mobile,Carlton,5,721.83,True,3053,VIC,Australia,de,Social,Active,Desktop,inbox.example,2,Essential only
CUS00227,2016-12-07,Bronze,Premium,35-44,Mobile,Melbourne,12,10038.82,False,3000,VIC,Australia,pt,Social,Active,Desktop,mail.test,5+,Essential only
CUS00228,2017-02-06,Bronze,Small Business,35-44,Store,Southbank,20,2216.79,False,3006,VIC,Australia,de,Referral,Active,Mobile,example.net,5+,Weekly
CUS00229,2015-09-03,Silver,Premium,25-34,Store,Melbourne,18,7767.61,True,3000,VIC,Australia,nl,Paid Search,Active,Tablet,inbox.example,2,Monthly
CUS00230,2017-12-17,Platinum,Premium,25-34,Mobile,St Kilda,8,6256.21,True,3182,VIC,Australia,pl,Store,Active,Desktop,example.net,3-4,Weekly
CUS00231,2017-01-06,Platinum,Premium,25-34,Mobile,Melbourne,8,4767.63,False,3000,VIC,Australia,pt,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00232,2017-06-10,Silver,Small Business,55+,Store,Brunswick,4,1009.78,True,3056,VIC,Australia,zh,Social,Active,Mobile,mail.test,5+,Essential only
CUS00233,2014-12-05,Bronze,Mainstream,55+,Store,Melbourne,2,2303.42,True,3000,VIC,Australia,pt,Store,Active,Tablet,inbox.example,2,Monthly
CUS00234,2017-01-05,Bronze,Value,25-34,Mobile,Hawthorn,1,1303.4,True,3122,VIC,Australia,ru,Store,Active,Mobile,example.net,2,Quarterly
CUS00235,2016-07-13,Silver,Mainstream,25-34,Mobile,Hawthorn,6,814.4,True,3122,VIC,Australia,ar,Paid Search,Active,Tablet,mail.test,2,Quarterly
CUS00236,2016-12-06,Bronze,Value,25-34,Mobile,Melbourne,11,1819.58,True,3000,VIC,Australia,ru,Referral,Active,Tablet,example.net,1,Monthly
CUS00237,2016-11-08,Bronze,Premium,18-24,Store,Melbourne,16,10420.81,True,3000,VIC,Australia,zh,Store,Dormant,Desktop,inbox.example,1,Quarterly
CUS00238,2014-01-13,Bronze,Small Business,25-34,Mobile,Northcote,0,253.97,True,3070,VIC,Australia,pl,Referral,Active,Desktop,mail.test,3-4,Quarterly
CUS00239,2016-12-16,Silver,Premium,18-24,Web,Docklands,6,5068.09,True,3008,VIC,Australia,pl,Organic,Active,Desktop,mail.test,5+,Quarterly
CUS00240,2015-07-06,Gold,Mainstream,45-54,Mobile,Northcote,16,7796.85,False,3070,VIC,Australia,hi,Paid Search,Active,Tablet,inbox.example,2,Monthly
CUS00241,2014-06-26,Gold,Small Business,55+,Mobile,Carlton,5,4501.32,False,3053,VIC,Australia,en,Store,Active,Mobile,inbox.example,5+,Quarterly
CUS00242,2013-09-04,Platinum,Mainstream,55+,Web,Melbourne,9,7799.3,True,3000,VIC,Australia,pl,Social,Active,Desktop,inbox.example,5+,Quarterly
CUS00243,2015-04-08,Silver,Premium,18-24,Store,Docklands,16,4539.7,True,3008,VIC,Australia,fr,Social,Active,Mobile,mail.test,2,Weekly
CUS00244,2015-01-14,Bronze,Small Business,45-54,Web,Southbank,8,7407.56,True,3006,VIC,Australia,fr,Store,Review,Desktop,inbox.example,5+,Essential only
CUS00245,2014-07-07,Bronze,Value,35-44,Mobile,Docklands,5,3132.37,True,3008,VIC,Australia,de,Referral,Active,Mobile,example.net,5+,Monthly
CUS00246,2014-11-13,Bronze,Mainstream,55+,Store,Brunswick,2,2554.02,False,3056,VIC,Australia,ar,Social,Active,Desktop,inbox.example,3-4,Weekly
CUS00247,2015-11-02,Bronze,Premium,35-44,Web,Northcote,9,7208.64,True,3070,VIC,Australia,it,Organic,Active,Mobile,inbox.example,1,Weekly
CUS00248,2014-01-22,Bronze,Small Business,45-54,Mobile,Hawthorn,15,7839.48,True,3122,VIC,Australia,fr,Store,Active,Mobile,mail.test,5+,Weekly
CUS00249,2015-05-19,Silver,Small Business,25-34,Store,St Kilda,12,6687.68,True,3182,VIC,Australia,pt,Paid Search,Active,Tablet,example.net,3-4,Quarterly
CUS00250,2017-03-12,Gold,Premium,18-24,Store,Brunswick,18,12492.31,True,3056,VIC,Australia,de,Organic,Active,Tablet,mail.test,5+,Monthly
CUS00251,2014-02-13,Gold,Mainstream,35-44,Mobile,Docklands,6,5348.69,True,3008,VIC,Australia,pt,Referral,Dormant,Tablet,example.net,2,Monthly
CUS00252,2015-03-27,Silver,Value,25-34,Mobile,Richmond,7,1818.77,True,3121,VIC,Australia,es,Referral,Active,Desktop,inbox.example,5+,Essential only
CUS00253,2013-07-01,Gold,Small Business,45-54,Store,Brunswick,11,6110.46,True,3056,VIC,Australia,es,Paid Search,Active,Tablet,example.net,3-4,Weekly
CUS00254,2014-11-14,Bronze,Mainstream,55+,Mobile,Footscray,21,11065.76,True,3011,VIC,Australia,en,Paid Search,Active,Tablet,example.net,2,Monthly
CUS00255,2017-07-27,Silver,Mainstream,18-24,Mobile,Footscray,6,5039.16,True,3011,VIC,Australia,es,Paid Search,Active,Desktop,example.net,3-4,Weekly
CUS00256,2016-06-08,Silver,Value,25-34,Mobile,Brunswick,1,312.29,True,3056,VIC,Australia,pl,Organic,Active,Tablet,mail.test,2,Weekly
CUS00257,2017-10-25,Silver,Small Business,55+,Mobile,Northcote,12,1794.24,True,3070,VIC,Australia,it,Organic,Active,Mobile,example.net,2,Quarterly
CUS00258,2016-03-04,Gold,Mainstream,55+,Web,St Kilda,21,8497.73,True,3182,VIC,Australia,pl,Store,Active,Mobile,mail.test,2,Essential only
CUS00259,2013-11-18,Gold,Mainstream,25-34,Mobile,Melbourne,10,7752.38,True,3000,VIC,Australia,nl,Organic,Active,Desktop,example.net,2,Quarterly
CUS00260,2017-09-13,Gold,Mainstream,25-34,Store,Docklands,7,2497.68,True,3008,VIC,Australia,ar,Organic,Active,Mobile,mail.test,2,Essential only
CUS00261,2017-02-18,Platinum,Mainstream,18-24,Web,Richmond,12,10178.44,False,3121,VIC,Australia,zh,Social,Review,Tablet,mail.test,1,Essential only
CUS00262,2017-04-26,Bronze,Small Business,55+,Web,Docklands,8,1582.87,False,3008,VIC,Australia,it,Referral,Active,Tablet,inbox.example,3-4,Essential only
CUS00263,2015-09-12,Gold,Value,55+,Store,Richmond,19,1996.49,True,3121,VIC,Australia,fr,Store,Dormant,Tablet,inbox.example,5+,Monthly
CUS00264,2014-09-10,Bronze,Premium,18-24,Web,Richmond,14,5982.71,True,3121,VIC,Australia,fr,Social,Active,Tablet,example.net,2,Weekly
CUS00265,2015-05-02,Silver,Small Business,25-34,Mobile,Brunswick,14,12344.7,True,3056,VIC,Australia,en,Social,Active,Tablet,inbox.example,2,Essential only
CUS00266,2015-12-03,Gold,Premium,25-34,Mobile,Northcote,11,5691.56,False,3070,VIC,Australia,zh,Referral,Active,Tablet,example.net,3-4,Monthly
CUS00267,2015-10-22,Bronze,Small Business,35-44,Mobile,Richmond,10,9026.16,True,3121,VIC,Australia,fr,Referral,Active,Desktop,example.net,5+,Weekly
CUS00268,2017-06-27,Bronze,Small Business,25-34,Store,Carlton,3,524.79,True,3053,VIC,Australia,it,Store,Active,Mobile,example.net,3-4,Essential only
CUS00269,2014-04-13,Gold,Value,45-54,Web,Melbourne,16,12953.08,True,3000,VIC,Australia,pl,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00270,2015-08-06,Silver,Value,55+,Mobile,Richmond,2,1924.92,True,3121,VIC,Australia,nl,Social,Active,Mobile,mail.test,5+,Essential only
CUS00271,2014-10-15,Bronze,Mainstream,25-34,Store,Hawthorn,5,5118.88,True,3122,VIC,Australia,hi,Organic,Dormant,Mobile,inbox.example,3-4,Essential only
CUS00272,2014-08-22,Bronze,Value,45-54,Web,Brunswick,16,10890.92,True,3056,VIC,Australia,ru,Social,Active,Desktop,mail.test,1,Weekly
CUS00273,2015-11-21,Bronze,Mainstream,45-54,Mobile,Southbank,16,11473.32,True,3006,VIC,Australia,pl,Store,Active,Tablet,inbox.example,3-4,Weekly
CUS00274,2017-05-14,Silver,Mainstream,35-44,Mobile,St Kilda,9,5923.22,False,3182,VIC,Australia,ar,Referral,Dormant,Mobile,mail.test,5+,Weekly
CUS00275,2017-03-04,Bronze,Value,55+,Web,St Kilda,3,889.79,True,3182,VIC,Australia,pt,Social,Active,Tablet,example.net,3-4,Weekly
CUS00276,2015-01-23,Silver,Small Business,35-44,Mobile,Docklands,6,1340.89,True,3008,VIC,Australia,fr,Social,Active,Tablet,mail.test,1,Monthly
CUS00277,2015-03-12,Silver,Small Business,18-24,Mobile,Carlton,14,12905.59,True,3053,VIC,Australia,nl,Social,Active,Desktop,example.net,2,Monthly
CUS00278,2017-09-05,Silver,Value,18-24,Mobile,Brunswick,14,5210.72,False,3056,VIC,Australia,hi,Paid Search,Active,Mobile,example.net,5+,Weekly
CUS00279,2013-12-22,Gold,Mainstream,35-44,Store,Richmond,6,5540.21,True,3121,VIC,Australia,ja,Paid Search,Active,Tablet,example.net,1,Essential only
CUS00280,2013-12-02,Bronze,Value,18-24,Mobile,Carlton,8,6039.48,True,3053,VIC,Australia,pt,Organic,Active,Mobile,example.net,3-4,Essential only
CUS00281,2014-03-11,Silver,Mainstream,18-24,Mobile,Carlton,1,1235.96,True,3053,VIC,Australia,en,Store,Active,Tablet,example.net,3-4,Essential only
CUS00282,2014-04-17,Platinum,Small Business,18-24,Web,Richmond,15,6062.23,False,3121,VIC,Australia,pl,Paid Search,Active,Desktop,example.net,5+,Essential only
CUS00283,2014-11-20,Bronze,Mainstream,35-44,Mobile,St Kilda,0,224.95,True,3182,VIC,Australia,fr,Social,Dormant,Mobile,inbox.example,5+,Weekly
CUS00284,2013-10-14,Gold,Small Business,25-34,Web,Northcote,16,9340.18,False,3070,VIC,Australia,it,Paid Search,Active,Tablet,mail.test,2,Quarterly
CUS00285,2013-01-09,Bronze,Premium,55+,Store,Richmond,5,4995.93,False,3121,VIC,Australia,en,Referral,Active,Desktop,example.net,1,Essential only
CUS00286,2016-02-27,Bronze,Premium,45-54,Store,Melbourne,14,5580.77,True,3000,VIC,Australia,it,Paid Search,Active,Mobile,inbox.example,2,Quarterly
CUS00287,2015-05-03,Bronze,Small Business,45-54,Store,Docklands,0,534.37,True,3008,VIC,Australia,pt,Paid Search,Active,Desktop,mail.test,1,Quarterly
CUS00288,2017-06-21,Silver,Mainstream,45-54,Store,Northcote,14,10381.9,True,3070,VIC,Australia,it,Organic,Active,Desktop,example.net,5+,Quarterly
CUS00289,2016-07-03,Platinum,Small Business,35-44,Mobile,Southbank,17,2389.07,True,3006,VIC,Australia,pl,Organic,Active,Tablet,inbox.example,1,Monthly
CUS00290,2017-10-02,Bronze,Value,45-54,Mobile,Hawthorn,3,1480.4,False,3122,VIC,Australia,en,Organic,Active,Tablet,mail.test,1,Monthly
CUS00291,2015-06-04,Bronze,Value,25-34,Mobile,Docklands,18,6668.23,True,3008,VIC,Australia,it,Store,Active,Tablet,inbox.example,2,Essential only
CUS00292,2013-12-04,Bronze,Value,35-44,Web,Brunswick,7,6406.43,True,3056,VIC,Australia,fr,Organic,Dormant,Mobile,inbox.example,1,Quarterly
CUS00293,2013-02-15,Silver,Small Business,25-34,Web,Hawthorn,11,7878.64,True,3122,VIC,Australia,fr,Paid Search,Active,Mobile,inbox.example,1,Weekly
CUS00294,2013-10-25,Silver,Premium,55+,Web,Melbourne,10,1016.79,True,3000,VIC,Australia,ru,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00295,2016-09-09,Gold,Premium,25-34,Web,Hawthorn,0,899.49,False,3122,VIC,Australia,ru,Social,Active,Desktop,inbox.example,2,Monthly
CUS00296,2013-04-04,Bronze,Mainstream,25-34,Mobile,Southbank,14,6780.03,False,3006,VIC,Australia,ja,Paid Search,Active,Desktop,example.net,1,Essential only
CUS00297,2017-01-14,Silver,Value,25-34,Store,Melbourne,3,2797.26,True,3000,VIC,Australia,hi,Referral,Active,Desktop,mail.test,1,Weekly
CUS00298,2013-05-19,Bronze,Mainstream,25-34,Web,Footscray,18,6777.53,True,3011,VIC,Australia,zh,Social,Active,Tablet,example.net,2,Monthly
CUS00299,2015-12-03,Platinum,Premium,45-54,Store,Brunswick,16,6723.31,True,3056,VIC,Australia,hi,Paid Search,Active,Desktop,mail.test,1,Monthly
CUS00300,2014-07-11,Bronze,Small Business,35-44,Store,Richmond,10,1262.3,True,3121,VIC,Australia,en,Referral,Active,Desktop,mail.test,3-4,Weekly
CUS00301,2017-12-25,Gold,Small Business,25-34,Web,Brunswick,9,6117.57,True,3056,VIC,Australia,nl,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00302,2016-04-17,Bronze,Mainstream,18-24,Web,Docklands,11,3205.86,False,3008,VIC,Australia,ru,Referral,Active,Desktop,example.net,1,Quarterly
CUS00303,2015-08-06,Bronze,Small Business,25-34,Web,Melbourne,9,2020.88,True,3000,VIC,Australia,ru,Referral,Active,Mobile,inbox.example,3-4,Monthly
CUS00304,2017-11-04,Platinum,Value,18-24,Mobile,Brunswick,5,1510.35,True,3056,VIC,Australia,hi,Paid Search,Active,Tablet,example.net,3-4,Weekly
CUS00305,2013-05-08,Gold,Mainstream,35-44,Web,Richmond,2,2169.08,True,3121,VIC,Australia,fr,Store,Active,Desktop,inbox.example,3-4,Monthly
CUS00306,2014-09-10,Gold,Small Business,55+,Web,Northcote,0,122.75,True,3070,VIC,Australia,it,Social,Active,Tablet,example.net,5+,Quarterly
CUS00307,2016-12-09,Silver,Small Business,18-24,Mobile,Hawthorn,1,268.28,True,3122,VIC,Australia,nl,Organic,Active,Tablet,example.net,5+,Monthly
CUS00308,2016-08-07,Silver,Small Business,45-54,Store,Richmond,4,2501.55,True,3121,VIC,Australia,es,Referral,Active,Tablet,inbox.example,1,Quarterly
CUS00309,2016-07-24,Platinum,Mainstream,55+,Web,Carlton,19,8458.32,True,3053,VIC,Australia,nl,Organic,Active,Tablet,mail.test,2,Monthly
CUS00310,2016-12-14,Gold,Mainstream,18-24,Web,Hawthorn,5,1590.76,True,3122,VIC,Australia,zh,Referral,Dormant,Tablet,inbox.example,5+,Weekly
CUS00311,2016-09-05,Bronze,Small Business,35-44,Web,Southbank,10,5655.98,True,3006,VIC,Australia,ja,Referral,Active,Tablet,mail.test,1,Quarterly
CUS00312,2016-03-05,Silver,Premium,55+,Mobile,Northcote,10,9444.23,False,3070,VIC,Australia,ja,Store,Active,Tablet,mail.test,1,Quarterly
CUS00313,2013-05-12,Silver,Mainstream,45-54,Mobile,Docklands,0,284.35,True,3008,VIC,Australia,hi,Referral,Active,Desktop,mail.test,5+,Monthly
CUS00314,2016-11-18,Bronze,Small Business,35-44,Mobile,Hawthorn,17,7220.21,True,3122,VIC,Australia,zh,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00315,2017-07-15,Gold,Mainstream,18-24,Mobile,Footscray,11,8792.67,True,3011,VIC,Australia,en,Organic,Active,Tablet,example.net,2,Weekly
CUS00316,2013-03-12,Gold,Mainstream,18-24,Web,Southbank,9,5113.19,False,3006,VIC,Australia,nl,Referral,Active,Tablet,mail.test,3-4,Essential only
CUS00317,2015-12-08,Silver,Small Business,25-34,Mobile,Richmond,5,3198.88,False,3121,VIC,Australia,ru,Store,Active,Tablet,example.net,2,Weekly
CUS00318,2017-12-05,Bronze,Value,45-54,Mobile,Brunswick,21,19221.58,True,3056,VIC,Australia,ja,Store,Active,Tablet,inbox.example,1,Monthly
CUS00319,2015-04-05,Silver,Mainstream,18-24,Store,Carlton,3,3022.76,False,3053,VIC,Australia,pl,Referral,Active,Tablet,example.net,1,Monthly
CUS00320,2017-06-24,Bronze,Premium,25-34,Store,Richmond,2,2440.5,False,3121,VIC,Australia,nl,Referral,Active,Mobile,mail.test,5+,Monthly
CUS00321,2016-03-08,Bronze,Value,18-24,Web,Docklands,15,2875.2,True,3008,VIC,Australia,nl,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00322,2014-12-03,Silver,Premium,45-54,Mobile,Brunswick,12,8264.48,True,3056,VIC,Australia,it,Referral,Active,Mobile,example.net,2,Monthly
CUS00323,2015-02-02,Silver,Premium,18-24,Mobile,Melbourne,15,14293.19,True,3000,VIC,Australia,es,Social,Active,Tablet,mail.test,1,Essential only
CUS00324,2016-11-03,Gold,Small Business,25-34,Web,Carlton,2,2207.83,True,3053,VIC,Australia,it,Referral,Active,Tablet,inbox.example,3-4,Quarterly
CUS00325,2016-10-03,Silver,Value,18-24,Web,Melbourne,3,2581.29,True,3000,VIC,Australia,ja,Organic,Active,Tablet,mail.test,2,Monthly
CUS00326,2016-03-05,Bronze,Value,35-44,Store,Hawthorn,8,5151.86,False,3122,VIC,Australia,ja,Paid Search,Active,Mobile,mail.test,5+,Monthly
CUS00327,2014-08-17,Silver,Mainstream,35-44,Mobile,Southbank,10,5241.45,True,3006,VIC,Australia,ar,Store,Active,Tablet,inbox.example,1,Monthly
CUS00328,2017-05-08,Silver,Premium,18-24,Store,Richmond,5,1411.85,True,3121,VIC,Australia,pl,Referral,Dormant,Tablet,mail.test,3-4,Quarterly
CUS00329,2017-09-16,Silver,Value,25-34,Mobile,Carlton,0,619.88,True,3053,VIC,Australia,it,Organic,Active,Desktop,mail.test,1,Weekly
CUS00330,2016-06-16,Bronze,Premium,18-24,Store,St Kilda,18,17076.88,True,3182,VIC,Australia,ja,Paid Search,Review,Desktop,inbox.example,5+,Monthly
CUS00331,2013-11-11,Gold,Premium,45-54,Store,Docklands,0,869.37,True,3008,VIC,Australia,ar,Paid Search,Active,Mobile,mail.test,1,Weekly
CUS00332,2015-09-19,Bronze,Mainstream,25-34,Store,Northcote,5,1820.35,True,3070,VIC,Australia,zh,Social,Dormant,Mobile,inbox.example,3-4,Monthly
