product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0228,Vela Core 327,Wearable,Vela,575.39,280.0,2012,12,0.158,SKU-VEL00228,Health Wearable,Pulse,Silver,SUP006,Australia,2012-07-25,GST_STANDARD,Recycled box,True,True,"health wearable designed for exercise session summaries, in the pulse family and supplied by vela with a 12-month warranty."
PRD0229,Candle Lumen 328,Networking,Candle,1480.27,765.73,2013,24,0.779,SKU-CAN00229,Connected Network,Quest,Green,SUP007,Vietnam,2013-02-22,GST_STANDARD,Recycled box,False,True,"connected network designed for video meetings and media streaming, in the quest family and supplied by candle with a 24-month warranty."
PRD0230,Vela Ridge 329,Accessory,Vela,112.24,63.6,2016,12,0.228,SKU-VEL00230,Mobile Accessory,Ridge,Graphite,SUP008,China,2016-12-10,GST_STANDARD,Protective case,True,True,"mobile accessory designed for charging-cable organisation, in the ridge family and supplied by vela with a 12-month warranty."
PRD0231,Candle Arc 330,Laptop,Candle,1403.44,848.15,2013,24,2.008,SKU-CAN00231,Ultrabook,Shift,Silver,SUP009,Australia,2013-04-19,GST_STANDARD,Recycled box,True,True,"ultrabook designed for shared home-office administration, in the shift family and supplied by candle with a 24-month warranty."
PRD0232,Vela Echo 331,Smartphone,Vela,321.21,212.89,2017,24,0.166,SKU-VEL00232,5G Smartphone,Spark,Silver,SUP010,Malaysia,2017-03-12,GST_STANDARD,Protective case,True,True,"5g smartphone designed for travel planning and media use, in the spark family and supplied by vela with a 24-month warranty."
PRD0233,Candle Orbit 332,Tablet,Candle,942.53,511.44,2013,24,0.538,SKU-CAN00233,Productivity Tablet,Vista,Gold,SUP011,China,2013-06-06,GST_STANDARD,Box,True,True,"productivity tablet designed for family learning and shared browsing, in the vista family and supplied by candle with a 24-month warranty."
PRD0234,Vela Spark 333,Home Entertainment,Vela,4040.17,2444.26,2014,24,9.935,SKU-VEL00234,Smart Display,Wave,Silver,SUP012,Korea,2014-12-15,GST_STANDARD,Protective case,True,True,"smart display designed for casual living-room gaming, in the wave family and supplied by vela with a 24-month warranty."
PRD0235,Candle Bloom 334,Audio,Candle,331.23,177.21,2015,12,0.48,SKU-CAN00235,Wireless Audio,Arc,White,SUP013,Japan,2015-09-03,GST_STANDARD,Protective case,True,True,"wireless audio designed for shared-room music playback, in the arc family and supplied by candle with a 12-month warranty."
PRD0236,Vela Halo 335,Smart Home,Vela,353.9,248.0,2014,12,0.324,SKU-VEL00236,Home Automation,Atlas,Blue,SUP014,Korea,2014-09-04,GST_STANDARD,Box,True,True,"home automation designed for door and window activity alerts, in the atlas family and supplied by vela with a 12-month warranty."
PRD0237,Candle Quest 336,Gaming,Candle,1847.39,1151.03,2015,24,1.252,SKU-CAN00237,Gaming Hardware,Bloom,Graphite,SUP015,Korea,2015-08-05,GST_STANDARD,Protective case,True,True,"gaming hardware designed for portable gaming and travel, in the bloom family and supplied by candle with a 24-month warranty."
PRD0238,Vela Wave 337,Wearable,Vela,459.3,339.21,2013,12,0.122,SKU-VEL00238,Health Wearable,Core,Green,SUP016,Australia,2013-05-23,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the core family and supplied by vela with a 12-month warranty."
PRD0239,Candle Edge 338,Networking,Candle,1388.63,733.09,2014,24,0.794,SKU-CAN00239,Connected Network,Edge,Black,SUP017,Malaysia,2014-07-16,GST_STANDARD,Protective case,False,True,"connected network designed for guest-network and device management, in the edge family and supplied by candle with a 24-month warranty."
PRD0240,Vela Nova 339,Accessory,Vela,73.63,48.21,2012,12,0.241,SKU-VEL00240,Mobile Accessory,Echo,Blue,SUP018,Japan,2012-09-18,GST_STANDARD,Protective case,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the echo family and supplied by vela with a 12-month warranty."
PRD0241,Candle Shift 340,Laptop,Candle,1492.13,824.28,2017,24,1.717,SKU-CAN00241,Ultrabook,Flux,White,SUP019,Malaysia,2017-08-08,GST_STANDARD,Protective case,True,True,"ultrabook designed for travel-based work and presentations, in the flux family and supplied by candle with a 24-month warranty."
PRD0242,Vela Atlas 341,Smartphone,Vela,1247.04,690.08,2015,24,0.301,SKU-VEL00242,5G Smartphone,Halo,Graphite,SUP020,Malaysia,2015-03-05,GST_STANDARD,Box,True,True,"5g smartphone designed for family communication and casual apps, in the halo family and supplied by vela with a 24-month warranty."
PRD0243,Candle Flux 342,Tablet,Candle,734.66,368.45,2012,24,0.664,SKU-CAN00243,Productivity Tablet,Lumen,Black,SUP021,Korea,2012-09-04,GST_STANDARD,Box,False,True,"productivity tablet designed for drawing and lightweight creative work, in the lumen family and supplied by candle with a 24-month warranty."
PRD0244,Vela Pulse 343,Home Entertainment,Vela,2106.41,1073.41,2013,24,7.655,SKU-VEL00244,Smart Display,Nova,Green,SUP022,Malaysia,2013-09-27,GST_STANDARD,Box,True,True,"smart display designed for presentations and photo viewing, in the nova family and supplied by vela with a 24-month warranty."
PRD0245,Candle Vista 344,Audio,Candle,834.16,575.55,2014,12,0.583,SKU-CAN00245,Wireless Audio,Orbit,Red,SUP023,China,2014-10-04,GST_STANDARD,Box,False,True,"wireless audio designed for long listening sessions at home, in the orbit family and supplied by candle with a 12-month warranty."
PRD0246,Vela Core 345,Smart Home,Vela,799.39,422.27,2014,12,0.474,SKU-VEL00246,Home Automation,Pulse,White,SUP024,Australia,2014-03-16,GST_STANDARD,Protective case,True,True,"home automation designed for automated blind and curtain routines, in the pulse family and supplied by vela with a 12-month warranty."
PRD0247,Candle Lumen 346,Gaming,Candle,55.39,34.68,2017,24,1.605,SKU-CAN00247,Gaming Hardware,Quest,Silver,SUP025,Japan,2017-04-16,GST_STANDARD,Box,True,True,"gaming hardware designed for game streaming and media capture, in the quest family and supplied by candle with a 24-month warranty."
PRD0248,Vela Ridge 347,Wearable,Vela,204.13,150.85,2015,12,0.128,SKU-VEL00248,Health Wearable,Ridge,Silver,SUP026,Korea,2015-07-20,GST_STANDARD,Protective case,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the ridge family and supplied by vela with a 12-month warranty."
PRD0249,Candle Arc 348,Networking,Candle,682.98,514.24,2017,24,0.6,SKU-CAN00249,Connected Network,Shift,Graphite,SUP027,China,2017-04-12,GST_STANDARD,Box,True,True,"connected network designed for extending coverage between rooms, in the shift family and supplied by candle with a 24-month warranty."
PRD0250,Vela Echo 349,Accessory,Vela,184.24,129.03,2013,12,0.167,SKU-VEL00250,Mobile Accessory,Spark,White,SUP028,Australia,2013-07-19,GST_STANDARD,Protective case,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the spark family and supplied by vela with a 12-month warranty."
PRD0251,Candle Orbit 350,Laptop,Candle,1750.4,1127.48,2014,24,1.68,SKU-CAN00251,Ultrabook,Vista,Red,SUP029,Malaysia,2014-05-01,GST_STANDARD,Protective case,False,True,"ultrabook designed for portable document work and video meetings, in the vista family and supplied by candle with a 24-month warranty."
PRD0252,Vela Spark 351,Smartphone,Vela,1339.74,799.86,2012,24,0.162,SKU-VEL00252,5G Smartphone,Wave,Gold,SUP030,China,2012-03-17,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for daily communication and navigation, in the wave family and supplied by vela with a 24-month warranty."
PRD0253,Candle Bloom 352,Tablet,Candle,1519.1,962.39,2015,24,0.851,SKU-CAN00253,Productivity Tablet,Arc,Graphite,SUP031,Japan,2015-06-27,GST_STANDARD,Box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the arc family and supplied by candle with a 24-month warranty."
PRD0254,Vela Halo 353,Home Entertainment,Vela,980.48,646.07,2016,24,9.387,SKU-VEL00254,Smart Display,Atlas,Blue,SUP032,Japan,2016-12-10,GST_STANDARD,Box,False,True,"smart display designed for shared film and television viewing, in the atlas family and supplied by vela with a 24-month warranty."
PRD0255,Candle Quest 354,Audio,Candle,690.05,334.61,2012,12,0.461,SKU-CAN00255,Wireless Audio,Bloom,White,SUP033,Australia,2012-09-04,GST_STANDARD,Recycled box,True,True,"wireless audio designed for commuting and spoken-content listening, in the bloom family and supplied by candle with a 12-month warranty."
PRD0256,Vela Wave 355,Smart Home,Vela,42.53,32.29,2014,12,0.274,SKU-VEL00256,Home Automation,Core,White,SUP034,Japan,2014-06-14,GST_STANDARD,Recycled box,True,True,"home automation designed for app-controlled room lighting, in the core family and supplied by vela with a 12-month warranty."
PRD0257,Candle Edge 356,Gaming,Candle,210.79,106.32,2017,24,1.151,SKU-CAN00257,Gaming Hardware,Edge,White,SUP035,Malaysia,2017-11-10,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the edge family and supplied by candle with a 24-month warranty."
PRD0258,Vela Nova 357,Wearable,Vela,114.0,56.81,2013,12,0.089,SKU-VEL00258,Health Wearable,Echo,Green,SUP036,China,2013-12-02,GST_STANDARD,Box,True,True,"health wearable designed for daily activity and sleep tracking, in the echo family and supplied by vela with a 12-month warranty."
PRD0259,Candle Shift 358,Networking,Candle,983.93,600.38,2016,24,0.873,SKU-CAN00259,Connected Network,Flux,Red,SUP037,Korea,2016-08-22,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the flux family and supplied by candle with a 24-month warranty."
PRD0260,Vela Atlas 359,Accessory,Vela,157.69,104.33,2017,12,0.245,SKU-VEL00260,Mobile Accessory,Halo,White,SUP001,China,2017-11-22,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the halo family and supplied by vela with a 12-month warranty."
PRD0261,Candle Flux 360,Laptop,Candle,2556.63,1349.33,2017,24,1.765,SKU-CAN00261,Ultrabook,Lumen,Silver,SUP002,Malaysia,2017-09-04,GST_STANDARD,Box,True,True,"ultrabook designed for study, research and note taking, in the lumen family and supplied by candle with a 24-month warranty."
PRD0262,Vela Pulse 361,Smartphone,Vela,1531.6,751.81,2016,24,0.231,SKU-VEL00262,5G Smartphone,Nova,Blue,SUP003,Vietnam,2016-02-13,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for mobile photography and messaging, in the nova family and supplied by vela with a 24-month warranty."
PRD0263,Candle Vista 362,Tablet,Candle,1358.3,980.42,2014,24,0.559,SKU-CAN00263,Productivity Tablet,Orbit,Gold,SUP004,Malaysia,2014-05-13,GST_STANDARD,Box,True,True,"productivity tablet designed for portable media and video calls, in the orbit family and supplied by candle with a 24-month warranty."
PRD0264,Vela Core 363,Home Entertainment,Vela,998.11,720.17,2015,24,5.656,SKU-VEL00264,Smart Display,Pulse,Red,SUP005,China,2015-02-04,GST_STANDARD,Box,True,True,"smart display designed for music and spoken-content playback, in the pulse family and supplied by vela with a 24-month warranty."
PRD0265,Candle Lumen 364,Audio,Candle,697.49,386.51,2013,12,0.444,SKU-CAN00265,Wireless Audio,Quest,Graphite,SUP006,Korea,2013-11-06,GST_STANDARD,Recycled box,True,True,"wireless audio designed for music during focused desk work, in the quest family and supplied by candle with a 12-month warranty."
PRD0266,Vela Ridge 365,Smart Home,Vela,439.49,237.42,2015,12,0.321,SKU-VEL00266,Home Automation,Ridge,Graphite,SUP007,Australia,2015-08-01,GST_STANDARD,Box,False,True,"home automation designed for scheduled control of a household power outlet, in the ridge family and supplied by vela with a 12-month warranty."
PRD0267,Candle Arc 366,Gaming,Candle,2497.14,1463.36,2015,24,0.867,SKU-CAN00267,Gaming Hardware,Shift,Silver,SUP008,Malaysia,2015-06-07,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for casual games in a shared room, in the shift family and supplied by candle with a 24-month warranty."
PRD0268,Vela Echo 367,Wearable,Vela,876.82,641.89,2012,12,0.13,SKU-VEL00268,Health Wearable,Spark,Red,SUP009,Korea,2012-01-20,GST_STANDARD,Protective case,True,True,"health wearable designed for walking and commute notifications, in the spark family and supplied by vela with a 12-month warranty."
PRD0269,Candle Orbit 368,Networking,Candle,754.3,417.29,2014,24,0.795,SKU-CAN00269,Connected Network,Vista,Silver,SUP010,Vietnam,2014-04-16,GST_STANDARD,Box,True,True,"connected network designed for connecting several shared household devices, in the vista family and supplied by candle with a 24-month warranty."
PRD0270,Vela Spark 369,Accessory,Vela,237.62,123.59,2012,12,0.222,SKU-VEL00270,Mobile Accessory,Wave,Black,SUP011,Japan,2012-02-09,GST_STANDARD,Box,False,True,"mobile accessory designed for protective storage during travel, in the wave family and supplied by vela with a 12-month warranty."
PRD0271,Candle Bloom 370,Laptop,Candle,2739.77,1320.82,2012,24,1.197,SKU-CAN00271,Ultrabook,Arc,Blue,SUP012,Japan,2012-01-08,GST_STANDARD,Recycled box,True,True,"ultrabook designed for creative projects and media editing, in the arc family and supplied by candle with a 24-month warranty."
PRD0272,Vela Halo 371,Smartphone,Vela,888.86,671.0,2013,24,0.205,SKU-VEL00272,5G Smartphone,Atlas,Blue,SUP013,China,2013-07-12,GST_STANDARD,Protective case,True,True,"5g smartphone designed for work calls and calendar management, in the atlas family and supplied by vela with a 24-month warranty."
PRD0273,Candle Quest 372,Tablet,Candle,1320.37,750.91,2015,24,0.654,SKU-CAN00273,Productivity Tablet,Bloom,Graphite,SUP014,China,2015-05-17,GST_STANDARD,Protective case,False,True,"productivity tablet designed for field forms and client presentations, in the bloom family and supplied by candle with a 24-month warranty."
PRD0274,Vela Wave 373,Home Entertainment,Vela,1282.28,774.95,2013,24,8.151,SKU-VEL00274,Smart Display,Core,Blue,SUP015,Vietnam,2013-04-04,GST_STANDARD,Recycled box,True,True,"smart display designed for family media streaming, in the core family and supplied by vela with a 24-month warranty."
PRD0275,Candle Edge 374,Audio,Candle,1101.48,666.9,2017,12,0.511,SKU-CAN00275,Wireless Audio,Edge,Green,SUP016,Korea,2017-08-14,GST_STANDARD,Protective case,True,True,"wireless audio designed for video calls and online classes, in the edge family and supplied by candle with a 12-month warranty."
PRD0276,Vela Nova 375,Smart Home,Vela,670.27,418.97,2017,12,0.29,SKU-VEL00276,Home Automation,Echo,Blue,SUP017,Japan,2017-05-01,GST_STANDARD,Recycled box,True,True,"home automation designed for indoor temperature and humidity monitoring, in the echo family and supplied by vela with a 12-month warranty."
PRD0277,Candle Shift 376,Gaming,Candle,2331.99,1379.06,2012,24,1.261,SKU-CAN00277,Gaming Hardware,Flux,White,SUP018,Japan,2012-05-20,GST_STANDARD,Protective case,True,True,"gaming hardware designed for competitive play and voice communication, in the flux family and supplied by candle with a 24-month warranty."
PRD0278,Vela Atlas 377,Wearable,Vela,105.64,78.33,2013,12,0.137,SKU-VEL00278,Health Wearable,Halo,Silver,SUP019,Vietnam,2013-10-21,GST_STANDARD,Box,True,True,"health wearable designed for exercise session summaries, in the halo family and supplied by vela with a 12-month warranty."
PRD0279,Candle Flux 378,Networking,Candle,766.46,406.66,2012,24,0.809,SKU-CAN00279,Connected Network,Lumen,White,SUP020,Malaysia,2012-03-19,GST_STANDARD,Recycled box,True,True,"connected network designed for video meetings and media streaming, in the lumen family and supplied by candle with a 24-month warranty."
PRD0280,Vela Pulse 379,Accessory,Vela,228.25,139.28,2017,12,0.187,SKU-VEL00280,Mobile Accessory,Nova,Silver,SUP021,Australia,2017-05-15,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for charging-cable organisation, in the nova family and supplied by vela with a 12-month warranty."
PRD0281,Candle Vista 380,Laptop,Candle,1116.42,571.61,2013,24,1.962,SKU-CAN00281,Ultrabook,Orbit,Black,SUP022,Australia,2013-02-07,GST_STANDARD,Box,True,True,"ultrabook designed for shared home-office administration, in the orbit family and supplied by candle with a 24-month warranty."
PRD0282,Vela Core 381,Smartphone,Vela,521.34,338.98,2017,24,0.16,SKU-VEL00282,5G Smartphone,Pulse,White,SUP023,Japan,2017-08-24,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for travel planning and media use, in the pulse family and supplied by vela with a 24-month warranty."
PRD0283,Candle Lumen 382,Tablet,Candle,1116.37,750.99,2014,24,0.506,SKU-CAN00283,Productivity Tablet,Quest,White,SUP024,Japan,2014-02-14,GST_STANDARD,Protective case,False,True,"productivity tablet designed for family learning and shared browsing, in the quest family and supplied by candle with a 24-month warranty."
PRD0284,Vela Ridge 383,Home Entertainment,Vela,4114.93,2108.62,2015,24,7.814,SKU-VEL00284,Smart Display,Ridge,Blue,SUP025,Korea,2015-12-21,GST_STANDARD,Protective case,True,True,"smart display designed for casual living-room gaming, in the ridge family and supplied by vela with a 24-month warranty."
PRD0285,Candle Arc 384,Audio,Candle,929.48,570.86,2014,12,0.389,SKU-CAN00285,Wireless Audio,Shift,Black,SUP026,Korea,2014-04-14,GST_STANDARD,Box,False,True,"wireless audio designed for shared-room music playback, in the shift family and supplied by candle with a 12-month warranty."
PRD0286,Vela Echo 385,Smart Home,Vela,752.91,425.72,2017,12,0.362,SKU-VEL00286,Home Automation,Spark,Black,SUP027,Japan,2017-03-04,GST_STANDARD,Protective case,True,True,"home automation designed for door and window activity alerts, in the spark family and supplied by vela with a 12-month warranty."
PRD0287,Candle Orbit 386,Gaming,Candle,1267.48,925.2,2014,24,0.908,SKU-CAN00287,Gaming Hardware,Vista,Graphite,SUP028,Australia,2014-02-09,GST_STANDARD,Box,True,True,"gaming hardware designed for portable gaming and travel, in the vista family and supplied by candle with a 24-month warranty."
PRD0288,Vela Spark 387,Wearable,Vela,114.25,66.5,2014,12,0.152,SKU-VEL00288,Health Wearable,Wave,Black,SUP029,Japan,2014-03-10,GST_STANDARD,Box,True,True,"health wearable designed for calendar alerts and quick message checks, in the wave family and supplied by vela with a 12-month warranty."
PRD0289,Candle Bloom 388,Networking,Candle,1238.69,797.18,2014,24,0.546,SKU-CAN00289,Connected Network,Arc,Green,SUP030,Malaysia,2014-02-02,GST_STANDARD,Box,True,True,"connected network designed for guest-network and device management, in the arc family and supplied by candle with a 24-month warranty."
PRD0290,Vela Halo 389,Accessory,Vela,246.93,123.08,2016,12,0.219,SKU-VEL00290,Mobile Accessory,Atlas,Red,SUP031,Vietnam,2016-10-06,GST_STANDARD,Protective case,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the atlas family and supplied by vela with a 12-month warranty."
PRD0291,Candle Quest 390,Laptop,Candle,1210.2,882.93,2015,24,1.275,SKU-CAN00291,Ultrabook,Bloom,Black,SUP032,Korea,2015-04-05,GST_STANDARD,Recycled box,True,True,"ultrabook designed for travel-based work and presentations, in the bloom family and supplied by candle with a 24-month warranty."
PRD0292,Vela Wave 391,Smartphone,Vela,690.26,362.33,2017,24,0.171,SKU-VEL00292,5G Smartphone,Core,Gold,SUP033,Vietnam,2017-02-24,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the core family and supplied by vela with a 24-month warranty."
PRD0293,Candle Edge 392,Tablet,Candle,663.82,362.77,2017,24,0.579,SKU-CAN00293,Productivity Tablet,Edge,Graphite,SUP034,Japan,2017-07-26,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the edge family and supplied by candle with a 24-month warranty."
PRD0294,Vela Nova 393,Home Entertainment,Vela,2664.13,1902.97,2014,24,7.527,SKU-VEL00294,Smart Display,Echo,Blue,SUP035,Korea,2014-03-14,GST_STANDARD,Protective case,True,True,"smart display designed for presentations and photo viewing, in the echo family and supplied by vela with a 24-month warranty."
PRD0295,Candle Shift 394,Audio,Candle,284.65,157.46,2013,12,0.577,SKU-CAN00295,Wireless Audio,Flux,Gold,SUP036,Vietnam,2013-09-26,GST_STANDARD,Protective case,True,True,"wireless audio designed for long listening sessions at home, in the flux family and supplied by candle with a 12-month warranty."
PRD0296,Vela Atlas 395,Smart Home,Vela,331.81,238.14,2014,12,0.323,SKU-VEL00296,Home Automation,Halo,Green,SUP037,Japan,2014-12-17,GST_STANDARD,Box,False,True,"home automation designed for automated blind and curtain routines, in the halo family and supplied by vela with a 12-month warranty."
PRD0297,Candle Flux 396,Gaming,Candle,2578.59,1893.68,2016,24,0.977,SKU-CAN00297,Gaming Hardware,Lumen,Black,SUP001,Japan,2016-11-05,GST_STANDARD,Protective case,True,True,"gaming hardware designed for game streaming and media capture, in the lumen family and supplied by candle with a 24-month warranty."
PRD0298,Vela Pulse 397,Wearable,Vela,727.39,396.5,2012,12,0.162,SKU-VEL00298,Health Wearable,Nova,Graphite,SUP002,Vietnam,2012-05-13,GST_STANDARD,Protective case,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the nova family and supplied by vela with a 12-month warranty."
PRD0299,Candle Vista 398,Networking,Candle,1412.32,827.96,2016,24,0.628,SKU-CAN00299,Connected Network,Orbit,Black,SUP003,Australia,2016-05-27,GST_STANDARD,Recycled box,True,True,"connected network designed for extending coverage between rooms, in the orbit family and supplied by candle with a 24-month warranty."
PRD0300,Vela Core 399,Accessory,Vela,51.94,27.2,2013,12,0.208,SKU-VEL00300,Mobile Accessory,Pulse,White,SUP004,Vietnam,2013-12-19,GST_STANDARD,Protective case,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the pulse family and supplied by vela with a 12-month warranty."
PRD0301,Candle Lumen 400,Laptop,Candle,1468.04,1073.05,2014,24,1.614,SKU-CAN00301,Ultrabook,Quest,Blue,SUP005,Japan,2014-05-14,GST_STANDARD,Box,True,True,"ultrabook designed for portable document work and video meetings, in the quest family and supplied by candle with a 24-month warranty."
PRD0302,Vela Ridge 401,Smartphone,Vela,987.84,721.4,2016,24,0.162,SKU-VEL00302,5G Smartphone,Ridge,Graphite,SUP006,Vietnam,2016-08-10,GST_STANDARD,Protective case,True,True,"5g smartphone designed for daily communication and navigation, in the ridge family and supplied by vela with a 24-month warranty."
PRD0303,Candle Arc 402,Tablet,Candle,922.23,693.39,2016,24,0.639,SKU-CAN00303,Productivity Tablet,Shift,Silver,SUP007,Korea,2016-07-22,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the shift family and supplied by candle with a 24-month warranty."
PRD0304,Vela Echo 403,Home Entertainment,Vela,969.28,494.94,2012,24,9.24,SKU-VEL00304,Smart Display,Spark,Graphite,SUP008,Vietnam,2012-11-27,GST_STANDARD,Recycled box,False,True,"smart display designed for shared film and television viewing, in the spark family and supplied by vela with a 24-month warranty."
PRD0305,Candle Orbit 404,Audio,Candle,924.51,493.43,2014,12,0.59,SKU-CAN00305,Wireless Audio,Vista,Silver,SUP009,Vietnam,2014-11-14,GST_STANDARD,Box,True,True,"wireless audio designed for commuting and spoken-content listening, in the vista family and supplied by candle with a 12-month warranty."
PRD0306,Vela Spark 405,Smart Home,Vela,98.74,66.35,2016,12,0.368,SKU-VEL00306,Home Automation,Wave,Blue,SUP010,Australia,2016-05-18,GST_STANDARD,Protective case,True,True,"home automation designed for app-controlled room lighting, in the wave family and supplied by vela with a 12-month warranty."
PRD0307,Candle Bloom 406,Gaming,Candle,2188.41,1494.65,2014,24,1.213,SKU-CAN00307,Gaming Hardware,Arc,Green,SUP011,China,2014-06-13,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the arc family and supplied by candle with a 24-month warranty."
PRD0308,Vela Halo 407,Wearable,Vela,798.16,576.44,2013,12,0.096,SKU-VEL00308,Health Wearable,Atlas,Black,SUP012,China,2013-08-17,GST_STANDARD,Recycled box,True,True,"health wearable designed for daily activity and sleep tracking, in the atlas family and supplied by vela with a 12-month warranty."
PRD0309,Candle Quest 408,Networking,Candle,1241.8,861.57,2015,24,0.521,SKU-CAN00309,Connected Network,Bloom,Graphite,SUP013,Japan,2015-12-14,GST_STANDARD,Recycled box,True,True,"connected network designed for home-office wireless coverage, in the bloom family and supplied by candle with a 24-month warranty."
PRD0310,Vela Wave 409,Accessory,Vela,125.16,80.42,2014,12,0.223,SKU-VEL00310,Mobile Accessory,Core,White,SUP014,Malaysia,2014-03-19,GST_STANDARD,Protective case,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the core family and supplied by vela with a 12-month warranty."
PRD0311,Candle Edge 410,Laptop,Candle,2276.13,1130.2,2014,24,1.37,SKU-CAN00311,Ultrabook,Edge,White,SUP015,Australia,2014-08-02,GST_STANDARD,Box,True,True,"ultrabook designed for study, research and note taking, in the edge family and supplied by candle with a 24-month warranty."
PRD0312,Vela Nova 411,Smartphone,Vela,1542.36,902.23,2013,24,0.299,SKU-VEL00312,5G Smartphone,Echo,Red,SUP016,Korea,2013-05-09,GST_STANDARD,Protective case,True,True,"5g smartphone designed for mobile photography and messaging, in the echo family and supplied by vela with a 24-month warranty."
PRD0313,Candle Shift 412,Tablet,Candle,1347.84,964.44,2012,24,0.527,SKU-CAN00313,Productivity Tablet,Flux,Red,SUP017,Australia,2012-03-10,GST_STANDARD,Protective case,False,True,"productivity tablet designed for portable media and video calls, in the flux family and supplied by candle with a 24-month warranty."
PRD0314,Vela Atlas 413,Home Entertainment,Vela,611.18,416.64,2012,24,7.588,SKU-VEL00314,Smart Display,Halo,Green,SUP018,Vietnam,2012-06-07,GST_STANDARD,Box,True,True,"smart display designed for music and spoken-content playback, in the halo family and supplied by vela with a 24-month warranty."
PRD0315,Candle Flux 414,Audio,Candle,779.51,566.44,2013,12,0.496,SKU-CAN00315,Wireless Audio,Lumen,Silver,SUP019,Australia,2013-10-24,GST_STANDARD,Recycled box,True,True,"wireless audio designed for music during focused desk work, in the lumen family and supplied by candle with a 12-month warranty."
PRD0316,Vela Pulse 415,Smart Home,Vela,653.66,377.62,2012,12,0.343,SKU-VEL00316,Home Automation,Nova,Red,SUP020,China,2012-01-14,GST_STANDARD,Box,True,True,"home automation designed for scheduled control of a household power outlet, in the nova family and supplied by vela with a 12-month warranty."
PRD0317,Candle Vista 416,Gaming,Candle,641.82,466.3,2012,24,1.575,SKU-CAN00317,Gaming Hardware,Orbit,White,SUP021,Korea,2012-05-25,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for casual games in a shared room, in the orbit family and supplied by candle with a 24-month warranty."
PRD0318,Vela Core 417,Wearable,Vela,656.01,344.23,2012,12,0.161,SKU-VEL00318,Health Wearable,Pulse,Silver,SUP022,Japan,2012-01-15,GST_STANDARD,Box,True,True,"health wearable designed for walking and commute notifications, in the pulse family and supplied by vela with a 12-month warranty."
PRD0319,Candle Lumen 418,Networking,Candle,361.0,243.76,2013,24,0.928,SKU-CAN00319,Connected Network,Quest,Green,SUP023,Australia,2013-06-18,GST_STANDARD,Protective case,True,True,"connected network designed for connecting several shared household devices, in the quest family and supplied by candle with a 24-month warranty."
PRD0320,Vela Ridge 419,Accessory,Vela,28.7,21.75,2014,12,0.248,SKU-VEL00320,Mobile Accessory,Ridge,Red,SUP024,Australia,2014-12-07,GST_STANDARD,Protective case,True,False,"mobile accessory designed for protective storage during travel, in the ridge family and supplied by vela with a 12-month warranty."
PRD0321,Candle Arc 420,Laptop,Candle,1311.96,983.83,2013,24,1.937,SKU-CAN00321,Ultrabook,Shift,White,SUP025,Vietnam,2013-01-06,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the shift family and supplied by candle with a 24-month warranty."
PRD0322,Vela Echo 421,Smartphone,Vela,326.02,163.64,2014,24,0.238,SKU-VEL00322,5G Smartphone,Spark,Black,SUP026,Malaysia,2014-04-19,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for work calls and calendar management, in the spark family and supplied by vela with a 24-month warranty."
PRD0323,Candle Orbit 422,Tablet,Candle,1295.86,852.2,2012,24,0.545,SKU-CAN00323,Productivity Tablet,Vista,Gold,SUP027,Australia,2012-10-26,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for field forms and client presentations, in the vista family and supplied by candle with a 24-month warranty."
