mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-deliveries-13,deliveries,delay_reason,both,orders[].delivery.delayReason,/OperationsExport/Orders/Order/Delivery/Delay_Reason,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-14,deliveries,promised_days,both,orders[].delivery.promisedDays,/OperationsExport/Orders/Order/Delivery/Promised_Days,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-15,deliveries,tracking_event_count,both,orders[].delivery.trackingEventCount,/OperationsExport/Orders/Order/Delivery/Tracking_Event_Count,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-16,deliveries,delivery_window,both,orders[].delivery.deliveryWindow,/OperationsExport/Orders/Order/Delivery/Delivery_Window,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-17,deliveries,shipping_distance_km,both,orders[].delivery.shippingDistanceKm,/OperationsExport/Orders/Order/Delivery/Shipping_Distance_Km,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-18,deliveries,signature_required,both,orders[].delivery.signatureRequired,/OperationsExport/Orders/Order/Delivery/Signature_Required,Keep JSON booleans; map XML boolean alternatives to Python bool; export as True or False.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-19,deliveries,estimated_carbon_kg,both,orders[].delivery.estimatedCarbonKg,/OperationsExport/Orders/Order/Delivery/Estimated_Carbon_Kg,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by delivery_id; compare normalised non-missing values for the same delivery_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-deliveries-20,deliveries,delivery_note_clean,derived,orders[].delivery.deliveryNoteClean,/OperationsExport/Orders/Order/Delivery/Delivery_Note_Clean,"Run clean_narrative_text on the structured delivery note; apply the published ordered cleaning, lower-case, and return literal NaN if empty.","Reconcile source inputs by delivery_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-01,products,product_id,XML,,/OperationsExport/ProductCatalogue/Product/Product_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-02,products,product_name,XML,,/OperationsExport/ProductCatalogue/Product/Product_Name,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-03,products,category,XML,,/OperationsExport/ProductCatalogue/Product/Category,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-04,products,brand,XML,,/OperationsExport/ProductCatalogue/Product/Brand,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-05,products,unit_price,XML,,/OperationsExport/ProductCatalogue/Product/Unit_Price,Remove the XML currency label and thousands separators; convert to number; round to two decimal places.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-06,products,unit_cost,XML,,/OperationsExport/ProductCatalogue/Product/Unit_Cost,Remove the XML currency label and thousands separators; convert to number; round to two decimal places.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-07,products,launch_year,XML,,/OperationsExport/ProductCatalogue/Product/Launch_Year,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-08,products,warranty_months,XML,,/OperationsExport/ProductCatalogue/Product/Warranty_Months,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-09,products,weight_kg,XML,,/OperationsExport/ProductCatalogue/Product/Weight_Kg,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-10,products,product_sku,XML,,/OperationsExport/ProductCatalogue/Product/Product_Sku,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-11,products,subcategory,XML,,/OperationsExport/ProductCatalogue/Product/Subcategory,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-12,products,model_family,XML,,/OperationsExport/ProductCatalogue/Product/Model_Family,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-13,products,colour,XML,,/OperationsExport/ProductCatalogue/Product/Colour,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-14,products,supplier_id,XML,,/OperationsExport/ProductCatalogue/Product/Supplier_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-15,products,supplier_country,XML,,/OperationsExport/ProductCatalogue/Product/Supplier_Country,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-16,products,launch_date,XML,,/OperationsExport/ProductCatalogue/Product/Launch_Date,Parse the source-specific date representation and format as YYYY-MM-DD.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-17,products,tax_category,XML,,/OperationsExport/ProductCatalogue/Product/Tax_Category,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-18,products,package_type,XML,,/OperationsExport/ProductCatalogue/Product/Package_Type,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-19,products,recyclable_packaging,XML,,/OperationsExport/ProductCatalogue/Product/Recyclable_Packaging,Map the XML boolean alternative to Python bool and export as True or False.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-20,products,active_flag,XML,,/OperationsExport/ProductCatalogue/Product/Active_Flag,Map the XML boolean alternative to Python bool and export as True or False.,Deduplicate XML records by product_id; require duplicate non-missing values to agree after normalisation; record conflicts in validation and retain one canonical value.,SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-products-21,products,product_description_clean,derived,,/OperationsExport/ProductCatalogue/Product/Product_Description,"Run clean_narrative_text on the structured XML product description; apply the published ordered cleaning, lower-case, and return literal NaN if empty.","Deduplicate XML inputs by product_id, recompute deterministically from the canonical input, and record any duplicate disagreement or invalid derived result in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-01,product_reviews,review_id,both,productReviews[].reviewID,/OperationsExport/ProductReviews/Review/Review_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-02,product_reviews,order_id,both,productReviews[].orderID,/OperationsExport/ProductReviews/Review/Order_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-03,product_reviews,order_item_id,both,productReviews[].orderItemID,/OperationsExport/ProductReviews/Review/Order_Item_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-04,product_reviews,product_id,both,productReviews[].productID,/OperationsExport/ProductReviews/Review/Product_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-05,product_reviews,customer_id,both,productReviews[].customerID,/OperationsExport/ProductReviews/Review/Customer_ID,Trim surrounding whitespace; preserve leading zeros and source case; output as string.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-06,product_reviews,review_timestamp,both,productReviews[].reviewTimestamp,/OperationsExport/ProductReviews/Review/Review_Timestamp,Parse the source-specific timestamp representation and format as YYYY-MM-DD HH:MM:SS.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-07,product_reviews,language_code,both,productReviews[].languageCode,/OperationsExport/ProductReviews/Review/Language_Code,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-08,product_reviews,rating,both,productReviews[].rating,/OperationsExport/ProductReviews/Review/Rating,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-09,product_reviews,review_title,both,productReviews[].reviewTitle,/OperationsExport/ProductReviews/Review/Review_Title,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-10,product_reviews,review_body_clean,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,"Extract references from the raw structured review first, then run the published cleaning order; preserve multilingual UTF-8 letters, lower-case, and return literal NaN if empty.","Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-11,product_reviews,review_body_latin_analysis,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,"Build from review_body_clean; retain Latin-script letters including European diacritics plus applicable digits/punctuation, remove non-Latin letters, and return literal NaN when no Latin letter remains.","Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-12,product_reviews,verified_purchase,both,productReviews[].verifiedPurchase,/OperationsExport/ProductReviews/Review/Verified_Purchase,Keep JSON booleans; map XML boolean alternatives to Python bool; export as True or False.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-13,product_reviews,helpful_votes,both,productReviews[].helpfulVotes,/OperationsExport/ProductReviews/Review/Helpful_Votes,Convert to numeric without changing the field meaning; retain published precision unless a field rule requires rounding.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-14,product_reviews,review_length_chars,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,If review_body_clean is literal NaN return 0; otherwise count Python characters in review_body_clean.,"Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-15,product_reviews,review_word_count,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,If review_body_clean is literal NaN return 0; otherwise count whitespace-separated tokens in review_body_clean.,"Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-16,product_reviews,contains_non_latin_script,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,"Run contains_non_latin_script on review_body_clean; return True when any letter is outside the Latin script, otherwise False; do not equate non-ASCII with non-Latin.","Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-17,product_reviews,extracted_order_reference,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,Extract a bounded HORD or CORD followed by exactly six digits from the raw structured review; return upper case or literal NaN.,"Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-18,product_reviews,extracted_product_sku,derived,productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,Extract a bounded SKU- followed by one or more ASCII letters/digits from the raw structured review; return upper case or literal NaN.,"Reconcile source inputs by review_id, recompute deterministically from canonical inputs, compare normalised JSON/XML results and any reported source value, and record mismatches in validation.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-19,product_reviews,delivery_experience,both,productReviews[].deliveryExperience,/OperationsExport/ProductReviews/Review/Delivery_Experience,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-20,product_reviews,value_experience,both,productReviews[].valueExperience,/OperationsExport/ProductReviews/Review/Value_Experience,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
MAP-product_reviews-21,product_reviews,writing_style,both,productReviews[].writingStyle,/OperationsExport/ProductReviews/Review/Writing_Style,Unicode NFC-normalise and trim surrounding whitespace; preserve the published identifier/category case.,"Deduplicate within each source by review_id; compare normalised non-missing values for the same review_id across JSON and XML; require agreement, record any conflict in validation, and retain one canonical value.",SEC-1.1-JSON-PROFILE | SEC-1.2-XML-PROFILE | SEC-1.3-SOURCE-COMPARISON | SEC-2-MAPPING-AUDIT
